CS3492 ,Diari(Tamale-B-road02),Savelugu Nanton,Expresso,900,50.99,,0.04,1800,10.09,0.03,,2100,0,,0.01,900,80.29,,0.03,1800,1.31,,0.03,2100,0,,0.01,900,107.15,,0.00,1800,1.54,,0.00,2100,0,,0.00,,,,
CS3491,DIARI_GT,Savelugu Nanton,Vodafone,900,44.59,,0.01,1800,0,0.00,,2100,0,,0.00,900,28.64,,0.03,1800,0,,0.01,2100,0,,0.00,900,42.7,,0.00,1800,0,,0.00,2100,0,,0.00,,,,
,Diaria Kadia,Diari Tigo,Airtel,900,9.92,,0.08,1800,0,0.07,,2100,0,,0.02,900,6.34,,0.03,1800,2.20,,0.01,2100,0.07,,0.00,900,9.17,,0.03,1800,0,,0.01,2100,0,,0.01,,,,
CS3498,DISIGA_GT,Savelugu Nanton,Vodafone,900,25.45,,0.03,1800,0,0.01,,2100,0,,0.01,900,23.35,,0.05,1800,0,,0.03,2100,0,,0.01,900,37.04,,0.02,1800,0,,0.00,2100,0,,0.01,,,,
CS3512,Domeabra,Central Gonja,Vodafone,900,481.34,,0.00,1800,150.85,0.00,,2100,0,,0.00,900,355.14,,0.03,1800,18.92,,0.01,2100,0.00,,0.00,900,695.91,,0.00,1800,75.74,,0.00,2100,0,,0.00,,,,
,Domearbra(Tamale-k-road03),Central Gonja,Expresso,900,35.3,,0.01,1800,23.19,0.01,,2100,0,,0.00,900,98.06,,0.01,1800,22.86,,0.03,2100,0.00,,0.00,900,119.02,,0.08,1800,31.42,,0.01,2100,0,,0.00,,,,
,Domiabra,Damango,Airtel,900,268.76,,0.08,1800,339.36,0.07,,2100,0,,0.04,900,547.93,,0.01,1800,854.91,,0.08 ,2100,52.09,,0.01,900,557.11,,0.03,1800,425.71,,0.04,2100,0,,0.01,,,,
CS3686,Fufulso,Central Gonja,Tigo,900,19.63,,0.00,1800,6.23,0.00,,2100,282.41,,0.00,900,20.72,,0.00,1800,7.13,,0.08,2100,238.45,,0.05,900,22.04,,0.05,1800,2.53,,0.01,2100,196.42,,0.03,,,,
,Fufulso,Damango,Airtel,900,19.63,,0.00,1800,6.23,0,,2100,282.41,,0.00,900,20.72,,0.00,1800,7.13,,0.08 ,2100,230.45,,0.15,900,22.64,,0.05,1800,2.53,,0.01,2100,196.42,,0.03,,,,
CS3688,Fufulsu_GT,Central Gonja,Vodafone,900,25.52,,0.01,1800,6.46,0.00,,2100,320.29,,0.01,900,19.20,,0.00,1800,6.43,,0.00,2100,481.58,,0,900,41.13,,0.02,1800,13.70,,0.01,2100,278.43,,0.00,,,,
,GH0820 Langantire,West Gonja,Airtel,900,18.83,,,1800,0,,,2100,0,,,900,43.73,,,1800,0,,,2100,0,,,900,16.04,,,1800,0,,,2100,0,,,,,,
CS3729,Gindambour,S-T-K,Tigo,900,12.10,,0.08,1800,3.69,0.07,,2100,0,,0.04,900,8.4,,0.02,1800,0,,0.03,2100,0,,0.01,900,14.75,,0.08,1800,1.00,,0.00,2100,0,,0.01,,,,
CS3763,Grupe,West Gonja,Tigo,900,6.71,,0.06,1800,0,0.00,,2100,0,,0.01,900,14.90,,0.00,1800,0,,0.06,2100,0,,0.00,900,980,,0.00,1800,0,,0.01,2100,0,,0.01,,,,
